"näringsgren SNI 2007","år","tabellinnehåll","Basfakta företag enligt Företagens ekonomi"
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Antal anställda",59871
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Nettoomsättning, mnkr",201499
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Förädlingsvärde, mnkr",82007
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Summa tillgångar, mnkr",1947574
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Bruttoinvesteringar, mnkr",12499
"70 verksamheter som utövas av huvudkontor; konsulttjänster till företag","2023","Nettoinvesteringar, mnkr",11156
"70.1 verksamheter som utövas av huvudkontor","2022","Antal företag",1626
"70.1 verksamheter som utövas av huvudkontor","2022","Antal anställda",3455
"70.1 verksamheter som utövas av huvudkontor","2022","Nettoomsättning, mnkr",22992
"70.1 verksamheter som utövas av huvudkontor","2022","Förädlingsvärde, mnkr",5963
"70.1 verksamheter som utövas av huvudkontor","2022","Summa tillgångar, mnkr",894738
"70.1 verksamheter som utövas av huvudkontor","2022","Bruttoinvesteringar, mnkr",3292
"70.1 verksamheter som utövas av huvudkontor","2022","Nettoinvesteringar, mnkr",3240
"70.1 verksamheter som utövas av huvudkontor","2023","Antal företag",2196
"70.1 verksamheter som utövas av huvudkontor","2023","Antal anställda",7749
"70.1 verksamheter som utövas av huvudkontor","2023","Nettoomsättning, mnkr",48037
"70.1 verksamheter som utövas av huvudkontor","2023","Förädlingsvärde, mnkr",11243
"70.1 verksamheter som utövas av huvudkontor","2023","Summa tillgångar, mnkr",1320125
"70.1 verksamheter som utövas av huvudkontor","2023","Bruttoinvesteringar, mnkr",3191
"70.1 verksamheter som utövas av huvudkontor","2023","Nettoinvesteringar, mnkr",2902
"70.10 verksamheter som utövas av huvudkontor","2022","Antal företag",1626
"70.10 verksamheter som utövas av huvudkontor","2022","Antal anställda",3455
"70.10 verksamheter som utövas av huvudkontor","2022","Nettoomsättning, mnkr",22992
"70.10 verksamheter som utövas av huvudkontor","2022","Förädlingsvärde, mnkr",5963
"70.10 verksamheter som utövas av huvudkontor","2022","Summa tillgångar, mnkr",894738
"70.10 verksamheter som utövas av huvudkontor","2022","Bruttoinvesteringar, mnkr",3292
"70.10 verksamheter som utövas av huvudkontor","2022","Nettoinvesteringar, mnkr",3240
"70.10 verksamheter som utövas av huvudkontor","2023","Antal företag",2196
"70.10 verksamheter som utövas av huvudkontor","2023","Antal anställda",7749
"70.10 verksamheter som utövas av huvudkontor","2023","Nettoomsättning, mnkr",48037
"70.10 verksamheter som utövas av huvudkontor","2023","Förädlingsvärde, mnkr",11243
"70.10 verksamheter som utövas av huvudkontor","2023","Summa tillgångar, mnkr",1320125
"70.10 verksamheter som utövas av huvudkontor","2023","Bruttoinvesteringar, mnkr",3191
"70.10 verksamheter som utövas av huvudkontor","2023","Nettoinvesteringar, mnkr",2902
"70.2 konsulttjänster till företag","2022","Antal företag",63899
"70.2 konsulttjänster till företag","2022","Antal anställda",53398
"70.2 konsulttjänster till företag","2022","Nettoomsättning, mnkr",146590
"70.2 konsulttjänster till företag","2022","Förädlingsvärde, mnkr",69550
"70.2 konsulttjänster till företag","2022","Summa tillgångar, mnkr",584477
"70.2 konsulttjänster till företag","2022","Bruttoinvesteringar, mnkr",3902
"70.2 konsulttjänster till företag","2022","Nettoinvesteringar, mnkr",3130
"70.2 konsulttjänster till företag","2023","Antal företag",67025
"70.2 konsulttjänster till företag","2023","Antal anställda",52122
"70.2 konsulttjänster till företag","2023","Nettoomsättning, mnkr",153462
"70.2 konsulttjänster till företag","2023","Förädlingsvärde, mnkr",70764
"70.2 konsulttjänster till företag","2023","Summa tillgångar, mnkr",627449
"70.2 konsulttjänster till företag","2023","Bruttoinvesteringar, mnkr",9307
"70.2 konsulttjänster till företag","2023","Nettoinvesteringar, mnkr",8254
"70.21 pR och kommunikation","2022","Antal företag",3945
"70.21 pR och kommunikation","2022","Antal anställda",3984
"70.21 pR och kommunikation","2022","Nettoomsättning, mnkr",9816
"70.21 pR och kommunikation","2022","Förädlingsvärde, mnkr",5008
"70.21 pR och kommunikation","2022","Summa tillgångar, mnkr",8509
"70.21 pR och kommunikation","2022","Bruttoinvesteringar, mnkr",119
"70.21 pR och kommunikation","2022","Nettoinvesteringar, mnkr",106
"70.21 pR och kommunikation","2023","Antal företag",4070
"70.21 pR och kommunikation","2023","Antal anställda",3926
"70.21 pR och kommunikation","2023","Nettoomsättning, mnkr",10142
"70.21 pR och kommunikation","2023","Förädlingsvärde, mnkr",4944
"70.21 pR och kommunikation","2023","Summa tillgångar, mnkr",18509
"70.21 pR och kommunikation","2023","Bruttoinvesteringar, mnkr",133
"70.21 pR och kommunikation","2023","Nettoinvesteringar, mnkr",107
"70.22 konsultverksamhet avseende företags organisation","2022","Antal företag",59954
"70.22 konsultverksamhet avseende företags organisation","2022","Antal anställda",49414
"70.22 konsultverksamhet avseende företags organisation","2022","Nettoomsättning, mnkr",136774
"70.22 konsultverksamhet avseende företags organisation","2022","Förädlingsvärde, mnkr",64542
"70.22 konsultverksamhet avseende företags organisation","2022","Summa tillgångar, mnkr",575969
"70.22 konsultverksamhet avseende företags organisation","2022","Bruttoinvesteringar, mnkr",3783
"70.22 konsultverksamhet avseende företags organisation","2022","Nettoinvesteringar, mnkr",3024
"70.22 konsultverksamhet avseende företags organisation","2023","Antal företag",62955
"70.22 konsultverksamhet avseende företags organisation","2023","Antal anställda",48196
"70.22 konsultverksamhet avseende företags organisation","2023","Nettoomsättning, mnkr",143320
"70.22 konsultverksamhet avseende företags organisation","2023","Förädlingsvärde, mnkr",65820
"70.22 konsultverksamhet avseende företags organisation","2023","Summa tillgångar, mnkr",608940
"70.22 konsultverksamhet avseende företags organisation","2023","Bruttoinvesteringar, mnkr",9174
"70.22 konsultverksamhet avseende företags organisation","2023","Nettoinvesteringar, mnkr",8147
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Antal företag",36942
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Antal anställda",104133
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Nettoomsättning, mnkr",229116
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Förädlingsvärde, mnkr",97278
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Summa tillgångar, mnkr",489566
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Bruttoinvesteringar, mnkr",7615
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Nettoinvesteringar, mnkr",6709
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Antal företag",38120
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Antal anställda",104544
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Nettoomsättning, mnkr",222577
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Förädlingsvärde, mnkr",111898
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Summa tillgångar, mnkr",401250
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Bruttoinvesteringar, mnkr",10262
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Nettoinvesteringar, mnkr",8483
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Antal företag",36942
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Antal anställda",104133
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Nettoomsättning, mnkr",229116
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Förädlingsvärde, mnkr",97278
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Summa tillgångar, mnkr",489566
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Bruttoinvesteringar, mnkr",7615
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2022","Nettoinvesteringar, mnkr",6709
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Antal företag",38120
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Antal anställda",104544
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Nettoomsättning, mnkr",222577
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Förädlingsvärde, mnkr",111898
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Summa tillgångar, mnkr",401250
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Bruttoinvesteringar, mnkr",10262
"71 arkitekt- och teknisk konsultverksamhet; teknisk provning och analys","2023","Nettoinvesteringar, mnkr",8483
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2022","Antal företag",35958
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2022","Antal anställda",96946
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2022","Nettoomsättning, mnkr",216785
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2022","Förädlingsvärde, mnkr",90079
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2022","Summa tillgångar, mnkr",469587
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2022","Bruttoinvesteringar, mnkr",7297
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2022","Nettoinvesteringar, mnkr",6402
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2023","Antal företag",37080
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2023","Antal anställda",96842
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2023","Nettoomsättning, mnkr",207069
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2023","Förädlingsvärde, mnkr",103445
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2023","Summa tillgångar, mnkr",383427
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2023","Bruttoinvesteringar, mnkr",9853
"71.1 arkitekt- och teknisk konsultverksamhet o.d.","2023","Nettoinvesteringar, mnkr",8104
"71.11 arkitektverksamhet","2022","Antal företag",3639
"71.11 arkitektverksamhet","2022","Antal anställda",8128
"71.11 arkitektverksamhet","2022","Nettoomsättning, mnkr",11679
"71.11 arkitektverksamhet","2022","Förädlingsvärde, mnkr",7519
"71.11 arkitektverksamhet","2022","Summa tillgångar, mnkr",10310
"71.11 arkitektverksamhet","2022","Bruttoinvesteringar, mnkr",209
"71.11 arkitektverksamhet","2022","Nettoinvesteringar, mnkr",183
"71.11 arkitektverksamhet","2023","Antal företag",3728
"71.11 arkitektverksamhet","2023","Antal anställda",7375
"71.11 arkitektverksamhet","2023","Nettoomsättning, mnkr",10654
"71.11 arkitektverksamhet","2023","Förädlingsvärde, mnkr",6695
"71.11 arkitektverksamhet","2023","Summa tillgångar, mnkr",10394
"71.11 arkitektverksamhet","2023","Bruttoinvesteringar, mnkr",171
"71.11 arkitektverksamhet","2023","Nettoinvesteringar, mnkr",115
"71.12 teknisk konsultverksamhet o.d.","2022","Antal företag",32319
"71.12 teknisk konsultverksamhet o.d.","2022","Antal anställda",88818
"71.12 teknisk konsultverksamhet o.d.","2022","Nettoomsättning, mnkr",205105
"71.12 teknisk konsultverksamhet o.d.","2022","Förädlingsvärde, mnkr",82560
"71.12 teknisk konsultverksamhet o.d.","2022","Summa tillgångar, mnkr",459276
"71.12 teknisk konsultverksamhet o.d.","2022","Bruttoinvesteringar, mnkr",7087
"71.12 teknisk konsultverksamhet o.d.","2022","Nettoinvesteringar, mnkr",6219
"71.12 teknisk konsultverksamhet o.d.","2023","Antal företag",33352
"71.12 teknisk konsultverksamhet o.d.","2023","Antal anställda",89467
"71.12 teknisk konsultverksamhet o.d.","2023","Nettoomsättning, mnkr",196415
"71.12 teknisk konsultverksamhet o.d.","2023","Förädlingsvärde, mnkr",96750
"71.12 teknisk konsultverksamhet o.d.","2023","Summa tillgångar, mnkr",373033
"71.12 teknisk konsultverksamhet o.d.","2023","Bruttoinvesteringar, mnkr",9682
"71.12 teknisk konsultverksamhet o.d.","2023","Nettoinvesteringar, mnkr",7990
"71.2 teknisk provning och analys","2022","Antal företag",984
"71.2 teknisk provning och analys","2022","Antal anställda",7187
"71.2 teknisk provning och analys","2022","Nettoomsättning, mnkr",12331
"71.2 teknisk provning och analys","2022","Förädlingsvärde, mnkr",7199
"71.2 teknisk provning och analys","2022","Summa tillgångar, mnkr",19980
"71.2 teknisk provning och analys","2022","Bruttoinvesteringar, mnkr",319
"71.2 teknisk provning och analys","2022","Nettoinvesteringar, mnkr",307
"71.2 teknisk provning och analys","2023","Antal företag",1040
"71.2 teknisk provning och analys","2023","Antal anställda",7702
"71.2 teknisk provning och analys","2023","Nettoomsättning, mnkr",15508
"71.2 teknisk provning och analys","2023","Förädlingsvärde, mnkr",8452
"71.2 teknisk provning och analys","2023","Summa tillgångar, mnkr",17822
"71.2 teknisk provning och analys","2023","Bruttoinvesteringar, mnkr",409
"71.2 teknisk provning och analys","2023","Nettoinvesteringar, mnkr",379
"71.20 teknisk provning och analys","2022","Antal företag",984
"71.20 teknisk provning och analys","2022","Antal anställda",7187
"71.20 teknisk provning och analys","2022","Nettoomsättning, mnkr",12331
"71.20 teknisk provning och analys","2022","Förädlingsvärde, mnkr",7199
"71.20 teknisk provning och analys","2022","Summa tillgångar, mnkr",19980
"71.20 teknisk provning och analys","2022","Bruttoinvesteringar, mnkr",319
"71.20 teknisk provning och analys","2022","Nettoinvesteringar, mnkr",307
"71.20 teknisk provning och analys","2023","Antal företag",1040
"71.20 teknisk provning och analys","2023","Antal anställda",7702
"71.20 teknisk provning och analys","2023","Nettoomsättning, mnkr",15508
"71.20 teknisk provning och analys","2023","Förädlingsvärde, mnkr",8452
"71.20 teknisk provning och analys","2023","Summa tillgångar, mnkr",17822
"71.20 teknisk provning och analys","2023","Bruttoinvesteringar, mnkr",409
"71.20 teknisk provning och analys","2023","Nettoinvesteringar, mnkr",379
"MB-72 vetenskaplig forskning och utveckling","2022","Antal företag",3612
"MB-72 vetenskaplig forskning och utveckling","2022","Antal anställda",16195
"MB-72 vetenskaplig forskning och utveckling","2022","Nettoomsättning, mnkr",48485
"MB-72 vetenskaplig forskning och utveckling","2022","Förädlingsvärde, mnkr",9856
"MB-72 vetenskaplig forskning och utveckling","2022","Summa tillgångar, mnkr",119006
"MB-72 vetenskaplig forskning och utveckling","2022","Bruttoinvesteringar, mnkr",2961
"MB-72 vetenskaplig forskning och utveckling","2022","Nettoinvesteringar, mnkr",2701
"MB-72 vetenskaplig forskning och utveckling","2023","Antal företag",3778
"MB-72 vetenskaplig forskning och utveckling","2023","Antal anställda",16515
"MB-72 vetenskaplig forskning och utveckling","2023","Nettoomsättning, mnkr",56396
"MB-72 vetenskaplig forskning och utveckling","2023","Förädlingsvärde, mnkr",14196
"MB-72 vetenskaplig forskning och utveckling","2023","Summa tillgångar, mnkr",172654
"MB-72 vetenskaplig forskning och utveckling","2023","Bruttoinvesteringar, mnkr",4320
